epoch,accuracy,loss,val_accuracy,val_loss
0,0.4294582009315491,2.336738348007202,0.4247075915336609,1.4066780805587769
1,0.4527134895324707,1.5094757080078125,0.5185672640800476,1.2035987377166748
2,0.502305269241333,1.2356832027435303,0.5342105031013489,1.1495338678359985
3,0.5074556469917297,1.2550681829452515,0.534795343875885,1.1482152938842773
4,0.5211749076843262,1.2079569101333618,0.5473684072494507,1.1134183406829834
5,0.5326676368713379,1.7385083436965942,0.5574561357498169,1.0736252069473267
6,0.543373167514801,1.1303784847259521,0.5524854063987732,1.0606818199157715
7,0.5489507913589478,1.280367136001587,0.5698830485343933,1.0253633260726929
8,0.5560803413391113,1.1744440793991089,0.5735380053520203,1.0152790546417236
9,0.561298131942749,1.081931233406067,0.5751461982727051,1.004631519317627
10,0.5619279146194458,1.0754166841506958,0.5805555582046509,0.9962140917778015
11,0.5682927370071411,1.0528959035873413,0.5809941291809082,0.9894616007804871
12,0.5742302536964417,1.1512424945831299,0.5880116820335388,0.9904802441596985
13,0.5757371187210083,1.035390019416809,0.5900585055351257,0.9854572415351868
14,0.5786609053611755,1.0261950492858887,0.5891813039779663,0.9811639785766602
15,0.5841711163520813,7.010125637054443,0.5896198749542236,0.9747447371482849
16,0.5853406190872192,1.0127512216567993,0.5809941291809082,0.9868555068969727
17,0.5896363258361816,1.007831335067749,0.594298243522644,0.9755476713180542
18,0.588489294052124,0.9959456324577332,0.5887426733970642,0.9721925258636475
19,0.5891415476799011,0.9942248463630676,0.5900585055351257,0.9651568531990051
20,0.594561755657196,1.4218522310256958,0.5888888835906982,0.9676658511161804
21,0.5955513715744019,0.9864565134048462,0.5921052694320679,0.9626927971839905
22,0.596563458442688,1.0561739206314087,0.5918128490447998,0.9693805575370789
23,0.5979803204536438,0.9711340069770813,0.5916666388511658,0.9688814878463745
24,0.6011965274810791,8.651521682739258,0.5948830246925354,0.9627894759178162
25,0.6033555865287781,0.9651788473129272,0.5956140160560608,0.9664127230644226
26,0.605717122554779,0.9586440920829773,0.5938596725463867,0.9683063626289368
