epoch,accuracy,loss,val_accuracy,val_loss
0,0.4353507459163666,7.835556983947754,0.46154969930648804,1.409006953239441
1,0.4558621644973755,20.489768981933594,0.4818713366985321,1.6410794258117676
2,0.48809123039245605,1.5269572734832764,0.5059941411018372,1.2122125625610352
3,0.49409621953964233,8171.654296875,0.49824562668800354,1.2711910009384155
4,0.5023502707481384,6.319347858428955,0.5157894492149353,1.1871095895767212
5,0.4681420624256134,369.9261779785156,0.3985380232334137,1.427466630935669
6,0.4279513359069824,33397.33984375,0.4910818636417389,1.295428991317749
7,0.43784719705581665,442.7961730957031,0.4861111044883728,1.3496625423431396
8,0.5146076679229736,1.2043473720550537,0.5387426614761353,1.1432546377182007
9,0.53556889295578,1.2119396924972534,0.5416666865348816,1.1183698177337646
10,0.5600162148475647,1.1117424964904785,0.5508772134780884,1.0932419300079346
11,0.5755347013473511,1.041300892829895,0.5675438642501831,1.0695774555206299
12,0.5874547362327576,2.561333417892456,0.5729532241821289,1.028694748878479
13,0.5954388976097107,0.9740387201309204,0.5789473652839661,1.0143420696258545
14,0.6069990992546082,0.9427903890609741,0.5815789699554443,1.0153067111968994
15,0.31450870633125305,80162008.0,0.2229532152414322,33261.8671875
16,0.2881946861743927,16800268.0,0.28947368264198303,4040.448486328125
17,0.2902413308620453,2288.53173828125,0.26286548376083374,897.1023559570312
18,0.29172569513320923,552.7946166992188,0.22675438225269318,175.3133087158203
