epoch,accuracy,loss,val_accuracy,val_loss
0,0.46919912099838257,1.379515528678894,0.5070175528526306,1.2502858638763428
1,0.4825585186481476,1.3681975603103638,0.5200292468070984,1.1868951320648193
2,0.521602213382721,1.1878358125686646,0.5469298362731934,1.1083626747131348
3,0.5449699759483337,1.11869215965271,0.5583333373069763,1.060019612312317
4,0.55913907289505,1.0842639207839966,0.5698830485343933,1.0266263484954834
5,0.5682927370071411,1.0582079887390137,0.5836257338523865,1.0093203783035278
6,0.5747475624084473,1.041521668434143,0.5758771896362305,1.0131834745407104
7,0.5798304080963135,1.0300133228302002,0.5805555582046509,0.9949823617935181
8,0.5810673832893372,1.0202488899230957,0.5807017683982849,0.9941324591636658
9,0.5855880379676819,1.4444597959518433,0.5868421196937561,1.0371181964874268
10,0.58722984790802,2.7524685859680176,0.5874269008636475,0.9807107448577881
11,0.5864426493644714,1.0128729343414307,0.590350866317749,0.9842976331710815
12,0.5927175283432007,0.9886313676834106,0.5907894968986511,0.9754533171653748
13,0.5934597253799438,0.9851998686790466,0.5858187079429626,0.9856629967689514
14,0.5958437323570251,0.9824206829071045,0.5956140160560608,0.9675902724266052
15,0.5977104306221008,0.9760966897010803,0.5900585055351257,0.9744183421134949
16,0.5978453755378723,0.9758553504943848,0.5926900506019592,0.964431643486023
17,0.5991273522377014,0.9705023169517517,0.5972222089767456,0.9635829329490662
18,0.6040527820587158,1.0862139463424683,0.5995613932609558,0.9651033282279968
19,0.6035130620002747,0.9642693400382996,0.598099410533905,0.9586285948753357
20,0.6047725081443787,0.968050479888916,0.5925438404083252,0.9622550010681152
21,0.6047275066375732,0.9625926613807678,0.6008771657943726,0.959358274936676
22,0.6062119007110596,0.9568280577659607,0.5935672521591187,0.967099666595459
23,0.6058745384216309,0.9508575797080994,0.6007310152053833,0.9577092528343201
24,0.6097429394721985,0.9486358165740967,0.5954678654670715,0.9698225855827332
25,0.587769627571106,18.94208335876465,0.5694444179534912,1.5363984107971191
26,0.5718462467193604,4.796534061431885,0.5726608037948608,2.161376953125
27,0.5803701877593994,1.2100247144699097,0.5761696100234985,1.0252584218978882
28,0.5680678486824036,1.0587148666381836,0.5729532241821289,1.0266176462173462
