epoch,accuracy,loss,val_accuracy,val_loss
0,0.4965701699256897,1.2563601732254028,0.5210526585578918,1.1709494590759277
1,0.5317454934120178,1.1448804140090942,0.5369883179664612,1.1117271184921265
2,0.5438004732131958,1.0953010320663452,0.5435672402381897,1.099656581878662
3,0.5626026391983032,1.057360053062439,0.5624269247055054,1.0557502508163452
4,0.5797854661941528,1.024030327796936,0.5691520571708679,1.0279631614685059
5,0.5911431908607483,0.9960088729858398,0.5520467758178711,1.0785223245620728
6,0.5982052683830261,0.973879337310791,0.5858187079429626,1.0031297206878662
7,0.6051998138427734,0.9554913640022278,0.5757309794425964,1.018911361694336
8,0.6131839752197266,0.9329410195350647,0.582748532295227,1.0323512554168701
9,0.6205834150314331,0.9130403399467468,0.5830409526824951,1.011387825012207
10,0.6325259208679199,0.8888781070709229,0.5868421196937561,0.9994004964828491
11,0.641049861907959,0.8631737232208252,0.5812865495681763,1.0450376272201538
12,0.6522727012634277,0.8349806070327759,0.5849415063858032,1.0402181148529053
13,0.6676787734031677,0.8020346760749817,0.5855262875556946,1.0746850967407227
14,0.6823651194572449,0.7694693207740784,0.5836257338523865,1.068803310394287
15,0.7004475593566895,0.7332011461257935,0.571052610874176,1.139500379562378
