epoch,accuracy,loss,val_accuracy,val_loss
0,0.4679846167564392,3.803060531616211,0.5067251324653625,1.2064813375473022
1,0.5343543887138367,1.139652967453003,0.5504385828971863,1.094358205795288
2,0.5650315880775452,1.0618351697921753,0.5628654956817627,1.0410959720611572
3,0.5847108960151672,1.0135458707809448,0.577046811580658,1.0216995477676392
4,0.5939995050430298,0.9851061105728149,0.5834795236587524,0.9967610836029053
5,0.6036479473114014,0.9650340676307678,0.5831871628761292,0.993427038192749
6,0.6066842079162598,0.9576132893562317,0.5830409526824951,0.9852423667907715
7,0.611429750919342,0.9382937550544739,0.5907894968986511,0.9760012030601501
8,0.6149382591247559,0.9294328093528748,0.5894736647605896,0.9955992102622986
9,0.6193464398384094,0.9159916639328003,0.5855262875556946,0.9906094670295715
10,0.6220678091049194,0.9038819074630737,0.5866959095001221,0.9918504357337952
11,0.6285225749015808,0.8920853137969971,0.5878654718399048,1.001174807548523
12,0.630816638469696,0.8835021257400513,0.5893275141716003,0.9893689751625061
