epoch,accuracy,loss,val_accuracy,val_loss
0,0.4785102307796478,1.2801610231399536,0.519298255443573,1.1789652109146118
1,0.5305085182189941,1.1484341621398926,0.5318713188171387,1.1184709072113037
2,0.5474214553833008,1.0930708646774292,0.5442982316017151,1.0937522649765015
3,0.5656613111495972,1.0567344427108765,0.5592105388641357,1.0740978717803955
4,0.578166127204895,1.0303599834442139,0.5703216195106506,1.0364450216293335
5,0.587769627571106,1.0023382902145386,0.578654944896698,1.0242449045181274
6,0.5931448340415955,0.9896524548530579,0.5789473652839661,1.0099010467529297
7,0.5988349914550781,0.9697263240814209,0.5811403393745422,1.0041906833648682
8,0.6051998138427734,0.9561392664909363,0.5809941291809082,1.0185621976852417
9,0.6101027727127075,0.9429306983947754,0.5858187079429626,1.0114216804504395
10,0.6182893514633179,0.9282568693161011,0.586403489112854,0.9991992115974426
11,0.6213030815124512,0.915431797504425,0.5890350937843323,1.0049512386322021
12,0.6263859868049622,0.9023102521896362,0.5850877165794373,0.9977438449859619
13,0.633807897567749,0.8880303502082825,0.5849415063858032,0.9948166012763977
14,0.6386208534240723,0.8753349184989929,0.5859649181365967,0.9951881170272827
15,0.644041121006012,0.8576646447181702,0.5890350937843323,1.0017802715301514
16,0.6496188044548035,0.8429936766624451,0.5887426733970642,1.0205214023590088
17,0.6580302715301514,0.8240227699279785,0.5887426733970642,1.0288615226745605
18,0.6688257455825806,0.8072194457054138,0.5894736647605896,1.0557692050933838
