epoch,accuracy,loss,val_accuracy,val_loss
0,0.467827171087265,1.4084889888763428,0.5238304138183594,1.1762454509735107
1,0.5386051535606384,1.131075143814087,0.5415204763412476,1.10893714427948
2,0.5606234669685364,1.0748987197875977,0.5507310032844543,1.0943303108215332
3,0.5758945345878601,1.0293951034545898,0.5656432509422302,1.0416338443756104
4,0.5888041853904724,1.0038928985595703,0.5742689967155457,1.0284157991409302
5,0.5979128479957581,0.9747830033302307,0.5861111283302307,0.9981155395507812
6,0.6058745384216309,1.9577805995941162,0.5884503126144409,0.9836564064025879
7,0.6114972233772278,0.9369006752967834,0.5874269008636475,0.9852976202964783
8,0.6111148595809937,4.108888149261475,0.5866959095001221,0.9935398101806641
9,0.6245867609977722,0.9215869903564453,0.5928362607955933,0.9837539196014404
10,0.6267233490943909,0.8965511918067932,0.5881578922271729,1.0053603649139404
11,0.6289274096488953,0.8900412917137146,0.5853801369667053,0.9988816380500793
