epoch,accuracy,loss,val_accuracy,val_loss
0,0.4601803719997406,1.3298344612121582,0.5206140279769897,1.1826530694961548
1,0.5113015174865723,1.214864730834961,0.5324561595916748,1.1462244987487793
2,0.5201178789138794,1.1745195388793945,0.5380116701126099,1.1156729459762573
3,0.5275172591209412,1.1450045108795166,0.5444444417953491,1.0756921768188477
4,0.5370982885360718,1.120318055152893,0.5605263113975525,1.0485023260116577
5,0.5503002405166626,1.095867395401001,0.5777778029441833,1.0227525234222412
6,0.5615005493164062,1.075646162033081,0.5785087943077087,1.027177095413208
7,0.563299834728241,1.0629031658172607,0.5837719440460205,1.0077465772628784
8,0.5699795484542847,1.0494773387908936,0.574853777885437,1.0033040046691895
9,0.5713289976119995,1.0388966798782349,0.5845029354095459,1.0063854455947876
10,0.576974093914032,1.031418800354004,0.5845029354095459,0.9930110573768616
11,0.5816071629524231,1.021306037902832,0.5850877165794373,1.000023365020752
12,0.5808424949645996,1.0157731771469116,0.5913742780685425,0.9981895089149475
13,0.5862402319908142,1.0041905641555786,0.5890350937843323,0.9832286834716797
14,0.587859570980072,1.0010000467300415,0.5969298481941223,0.9743332266807556
15,0.59175044298172,0.993323028087616,0.5960526466369629,0.9727805852890015
16,0.5914580821990967,0.9896381497383118,0.5966374278068542,0.9710602164268494
17,0.5959336757659912,0.9827839732170105,0.6014620065689087,0.979053795337677
18,0.5933472514152527,0.9826032519340515,0.6027777791023254,0.9716057181358337
19,0.5962710380554199,0.9752668142318726,0.605555534362793,0.9616265892982483
20,0.6013539433479309,0.9678857922554016,0.5934210419654846,0.9703258275985718
21,0.602073609828949,0.9643180966377258,0.5894736647605896,0.9732098579406738
22,0.6000944375991821,0.9617855548858643,0.5985380411148071,0.9599277973175049
23,0.6033781170845032,0.9614726305007935,0.597953200340271,0.9744600057601929
24,0.6050423979759216,0.9537214636802673,0.5957602262496948,0.9737449884414673
25,0.6033555865287781,0.9587892889976501,0.5983918309211731,0.9748902916908264
26,0.6067741513252258,0.9497802257537842,0.5950292348861694,0.9822538495063782
27,0.6058070659637451,0.9466352462768555,0.5982456207275391,0.9818372130393982
